id,storyday,storyevent
k45757p4ua,22/023,Friends with
k45757p4ua,08/024,Hairdresser
k45757p4ua,08/025,Friends with
k45757p4ua,15/025,University of Hofn
k45757p4ua,15/025,Hairdresser
k45757p4ua,11/026,Friends with
k45757p4ua,15/026,No longer friends with
k45757p4ua,15/027,Friends with
k45757p4ua,28/027,No longer friends with
k45757p4ua,17/028,Friends with
k45757p4ua,08/029,Graduated from Hofn University
k45757p4ua,03/030,No longer friends with
k45757p4ua,13/030,Friends with
k45757p4ua,03/034,No longer friends with
k45757p4ua,17/034,Friends with
k45757p4ua,16/036,Friends with
k45757p4ua,20/041,No longer friends with
k45757p4ua,21/041,Friends with
k45757p4ua,09/043,Light smoker
k45757p4ua,20/043,No longer friends with
k45757p4ua,02/044,No longer friends with
k45757p4ua,01/045,Friends with
k45757p4ua,17/045,Friends with
k45757p4ua,08/047,Pregnant
k45757p4ua,02/048,born
k45757p4ua,06/051,No longer friends with
k45757p4ua,07/051,Friends with
k45757p4ua,10/052,Friends with
k45757p4ua,13/052,No longer friends with
k45757p4ua,12/053,Friends with
k45757p4ua,13/053,Nonsmoker
k45757p4ua,13/054,Breast cancer
k45757p4ua,07/055,Died from breast cancer
3nrsyuhjgv,27/004,Born in Hofn 39
3nrsyuhjgv,06/008,Friends with
3nrsyuhjgv,26/008,Friends with
3nrsyuhjgv,27/008,Caught V2
3nrsyuhjgv,19/009,Friends with
3nrsyuhjgv,09/010,Mother died
3nrsyuhjgv,09/010,Adopted by
3nrsyuhjgv,09/010,Moved to Hofn 23
3nrsyuhjgv,09/010,Friends with
3nrsyuhjgv,15/010,Hofn Elementary School
3nrsyuhjgv,16/010,Friends with
3nrsyuhjgv,24/010,Friends with
3nrsyuhjgv,19/011,Friends with
3nrsyuhjgv,24/013,No longer friends with
3nrsyuhjgv,27/013,Friends with
3nrsyuhjgv,02/014,No longer friends with
3nrsyuhjgv,04/014,Friends with
3nrsyuhjgv,14/014,Friends with
3nrsyuhjgv,08/017,Graduated from Hofn Elementary School
3nrsyuhjgv,15/017,Hofn High School
3nrsyuhjgv,22/021,Dating
3nrsyuhjgv,08/022,Brewer
3nrsyuhjgv,13/022,Single
3nrsyuhjgv,13/022,No longer friends with
3nrsyuhjgv,21/022,Friends with
3nrsyuhjgv,01/023,Left home
3nrsyuhjgv,01/023,Moved to Hofn 3
3nrsyuhjgv,08/023,Graduated from Hofn High School
3nrsyuhjgv,01/026,Pregnant
3nrsyuhjgv,22/026,born
3nrsyuhjgv,15/028,University of Hofn
3nrsyuhjgv,15/028,Brewer
3nrsyuhjgv,18/030,Pregnant
3nrsyuhjgv,11/031,born
3nrsyuhjgv,25/031,No longer friends with
3nrsyuhjgv,08/032,Graduated from Hofn University
3nrsyuhjgv,11/033,Pregnant
3nrsyuhjgv,15/033,Friends with
3nrsyuhjgv,05/034,born
3nrsyuhjgv,12/038,Pregnant
3nrsyuhjgv,16/038,No longer friends with
3nrsyuhjgv,01/039,Friends with
3nrsyuhjgv,05/039,born
3nrsyuhjgv,14/042,Pregnant
3nrsyuhjgv,07/043,born
3nrsyuhjgv,20/055,No longer friends with
3nrsyuhjgv,27/056,Friends with
3nrsyuhjgv,27/056,No longer friends with
3nrsyuhjgv,03/057,Friends with
3nrsyuhjgv,07/057,No longer friends with
3nrsyuhjgv,10/057,Friends with
3nrsyuhjgv,03/058,Friends with
3nrsyuhjgv,27/059,Friends with
3nrsyuhjgv,19/061,Ovarian cancer
3nrsyuhjgv,07/062,Died from ovarian cancer
l7eeujcy4g,01/005,Born in Hofn 20
l7eeujcy4g,20/008,Friends with
l7eeujcy4g,21/008,Infected with V2
l7eeujcy4g,15/010,Hofn Elementary School
l7eeujcy4g,19/010,Friends with
l7eeujcy4g,24/010,Friends with
l7eeujcy4g,02/011,Mother died
l7eeujcy4g,18/011,Friends with
l7eeujcy4g,09/014,Friends with
l7eeujcy4g,08/017,Graduated from Hofn Elementary School
l7eeujcy4g,13/017,Friends with
l7eeujcy4g,15/017,Hofn High School
l7eeujcy4g,01/018,Dating
l7eeujcy4g,07/018,Single
l7eeujcy4g,07/018,No longer friends with
l7eeujcy4g,10/018,Dating
l7eeujcy4g,10/018,No longer friends with
l7eeujcy4g,17/018,Single
l7eeujcy4g,17/018,No longer friends with
l7eeujcy4g,19/018,Friends with
l7eeujcy4g,13/019,Dating
l7eeujcy4g,15/019,Single
l7eeujcy4g,17/019,Dating
l7eeujcy4g,18/020,Friends with
l7eeujcy4g,09/021,Friends with
l7eeujcy4g,03/022,Engaged
l7eeujcy4g,04/022,Friends with
l7eeujcy4g,27/022,Moved to Hofn 10 with family
l7eeujcy4g,01/023,Friends with
l7eeujcy4g,08/023,Graduated from Hofn High School
l7eeujcy4g,08/023,Married
l7eeujcy4g,17/023,Left home
l7eeujcy4g,17/023,Moved to Vardo 4
l7eeujcy4g,17/023,Carpenter
l7eeujcy4g,24/023,born
l7eeujcy4g,12/025,born
l7eeujcy4g,21/026,No longer friends with
l7eeujcy4g,26/026,Friends with
l7eeujcy4g,05/027,born
l7eeujcy4g,19/028,born
l7eeujcy4g,27/030,born
l7eeujcy4g,03/032,born
l7eeujcy4g,15/032,No longer friends with
l7eeujcy4g,19/032,Friends with
l7eeujcy4g,18/034,born
l7eeujcy4g,15/035,Moved to Hofn 5 with
l7eeujcy4g,16/035,Tailor
l7eeujcy4g,25/035,No longer friends with
l7eeujcy4g,11/036,Friends with
l7eeujcy4g,08/039,Moved to Vardo 4 with
l7eeujcy4g,08/039,Barista
l7eeujcy4g,11/044,Friends with
l7eeujcy4g,06/047,No longer friends with
l7eeujcy4g,28/047,No longer friends with
l7eeujcy4g,06/048,Friends with
l7eeujcy4g,08/049,Friends with
l7eeujcy4g,14/049,No longer friends with
l7eeujcy4g,16/049,Friends with
l7eeujcy4g,20/060,No longer friends with
l7eeujcy4g,23/060,Friends with
l7eeujcy4g,19/061,Friends with
l7eeujcy4g,18/062,No longer friends with
l7eeujcy4g,10/063,Friends with
l7eeujcy4g,08/065,Retired
l7eeujcy4g,08/069,No longer friends with
l7eeujcy4g,14/069,Friends with
l7eeujcy4g,08/071,Widowed
l7eeujcy4g,18/072,Dating
l7eeujcy4g,25/072,Engaged
l7eeujcy4g,21/073,Married
l7eeujcy4g,08/085,No longer friends with
l7eeujcy4g,12/085,Friends with
l7eeujcy4g,09/086,No longer friends with
l7eeujcy4g,25/086,Friends with
l7eeujcy4g,13/087,No longer friends with
l7eeujcy4g,17/089,Pancreatic cancer
l7eeujcy4g,26/089,Died from pancreatic cancer
xwwvb5gvaw,06/005,Born in Hofn 37
xwwvb5gvaw,16/008,Friends with
xwwvb5gvaw,03/009,No longer friends with
xwwvb5gvaw,12/009,Friends with
xwwvb5gvaw,05/010,Friends with
xwwvb5gvaw,05/010,No longer friends with
xwwvb5gvaw,15/010,Hofn Elementary School
xwwvb5gvaw,16/010,Friends with
xwwvb5gvaw,15/011,Friends with
xwwvb5gvaw,24/011,Friends with
xwwvb5gvaw,06/013,Friends with
xwwvb5gvaw,09/013,No longer friends with
xwwvb5gvaw,18/013,Friends with
xwwvb5gvaw,13/016,Friends with
xwwvb5gvaw,08/017,Graduated from Hofn Elementary School
xwwvb5gvaw,15/017,Hofn High School
xwwvb5gvaw,19/017,No longer friends with
xwwvb5gvaw,23/017,Friends with
xwwvb5gvaw,03/019,No longer friends with
xwwvb5gvaw,16/019,Friends with
xwwvb5gvaw,04/020,No longer friends with
xwwvb5gvaw,05/020,Friends with
xwwvb5gvaw,08/023,Graduated from Hofn High School
xwwvb5gvaw,20/023,Diary Farmer
xwwvb5gvaw,21/024,Left home
xwwvb5gvaw,21/024,Moved to Bjurholm 2
xwwvb5gvaw,21/024,Wheat Farmer
xwwvb5gvaw,23/024,No longer friends with
xwwvb5gvaw,15/025,Moved to Hofn 12
xwwvb5gvaw,15/025,University of Hofn
xwwvb5gvaw,21/025,No longer friends with
xwwvb5gvaw,24/025,Friends with
xwwvb5gvaw,28/025,Friends with
xwwvb5gvaw,21/027,No longer friends with
xwwvb5gvaw,20/028,No longer friends with
xwwvb5gvaw,02/029,Friends with
xwwvb5gvaw,08/029,Graduated from Hofn University
xwwvb5gvaw,08/029,Moved to Bjurholm 1
xwwvb5gvaw,22/029,Friends with
xwwvb5gvaw,25/029,Barista
xwwvb5gvaw,15/032,Unemployed
xwwvb5gvaw,16/032,Barista
xwwvb5gvaw,27/032,Unemployed
xwwvb5gvaw,14/033,Moving to find work
xwwvb5gvaw,14/033,Moved to Helluland 3
xwwvb5gvaw,14/033,Butcher
xwwvb5gvaw,03/039,No longer friends with
xwwvb5gvaw,04/039,Friends with
xwwvb5gvaw,19/046,No longer friends with
xwwvb5gvaw,05/047,No longer friends with
xwwvb5gvaw,16/056,Friends with
xwwvb5gvaw,16/056,No longer friends with
xwwvb5gvaw,18/056,Friends with
xwwvb5gvaw,23/056,No longer friends with
xwwvb5gvaw,07/057,No longer friends with
xwwvb5gvaw,01/058,Friends with
xwwvb5gvaw,08/065,Retired
xwwvb5gvaw,12/067,Light smoker
xwwvb5gvaw,12/067,Friends with
xwwvb5gvaw,06/073,Nonsmoker
xwwvb5gvaw,19/088,Ovarian cancer
xwwvb5gvaw,20/088,Died from ovarian cancer
s4trxzqcur,07/005,Born in Hofn 14
s4trxzqcur,17/005,Moved to Hofn 31 with family
s4trxzqcur,20/008,Friends with
s4trxzqcur,21/008,Caught V2
s4trxzqcur,26/008,Friends with
s4trxzqcur,09/009,Friends with
s4trxzqcur,15/010,Hofn Elementary School
s4trxzqcur,09/011,Mother died
s4trxzqcur,10/011,Friends with
s4trxzqcur,16/012,Friends with
s4trxzqcur,16/012,Friends with
s4trxzqcur,03/014,Friends with
s4trxzqcur,05/016,No longer friends with
s4trxzqcur,08/017,Graduated from Hofn Elementary School
s4trxzqcur,15/017,Hofn High School
s4trxzqcur,08/018,Dating
s4trxzqcur,11/018,Friends with
s4trxzqcur,10/020,Father died
s4trxzqcur,10/020,Adopted by
s4trxzqcur,10/020,Moved to Hofn 21
s4trxzqcur,09/022,No longer friends with
s4trxzqcur,16/022,Engaged
s4trxzqcur,08/023,Graduated from Hofn High School
s4trxzqcur,09/023,Married
s4trxzqcur,10/023,Moved to Vardo 3 with
s4trxzqcur,10/023,Butcher
s4trxzqcur,14/023,No longer friends with
s4trxzqcur,26/023,Friends with
s4trxzqcur,05/025,Friends with
s4trxzqcur,12/025,born
s4trxzqcur,22/026,born
s4trxzqcur,15/033,Moved to Hofn 16
s4trxzqcur,15/033,University of Hofn
s4trxzqcur,15/033,Elementary School Principal
s4trxzqcur,27/033,Friends with
s4trxzqcur,24/034,Friends with
s4trxzqcur,03/036,born
s4trxzqcur,18/036,Friends with
s4trxzqcur,08/037,Graduated from Hofn University
s4trxzqcur,08/037,Moved to Vardo 1
s4trxzqcur,08/037,Wheat Farmer
s4trxzqcur,15/037,Unemployed
s4trxzqcur,15/037,High School Teacher
s4trxzqcur,17/038,No longer friends with
s4trxzqcur,05/039,born
s4trxzqcur,07/043,born
s4trxzqcur,16/044,Friends with
s4trxzqcur,28/047,No longer friends with
s4trxzqcur,06/048,Friends with
s4trxzqcur,22/054,No longer friends with
s4trxzqcur,20/055,No longer friends with
s4trxzqcur,05/059,Friends with
s4trxzqcur,05/060,No longer friends with
s4trxzqcur,22/060,No longer friends with
s4trxzqcur,03/061,Friends with
s4trxzqcur,21/061,Friends with
s4trxzqcur,09/063,No longer friends with
s4trxzqcur,06/064,No longer friends with
s4trxzqcur,07/064,Friends with
s4trxzqcur,03/065,Widowed
s4trxzqcur,06/065,Retired
s4trxzqcur,25/065,Dating
s4trxzqcur,02/066,Engaged
s4trxzqcur,13/066,Recovered from skin cancer
s4trxzqcur,25/066,No longer friends with
s4trxzqcur,26/066,No longer friends with
s4trxzqcur,27/066,No longer friends with
s4trxzqcur,28/066,Married
s4trxzqcur,13/067,Friends with
s4trxzqcur,23/067,Friends with
s4trxzqcur,16/068,Friends with
s4trxzqcur,14/071,Friends with
s4trxzqcur,11/072,No longer friends with
s4trxzqcur,24/072,No longer friends with
s4trxzqcur,02/073,Friends with
s4trxzqcur,06/073,Friends with
s4trxzqcur,23/077,Lung cancer
s4trxzqcur,15/078,Died from lung cancer
vad8er34e4,26/005,Born in Hofn 27
vad8er34e4,03/008,Mother died
vad8er34e4,06/008,Father died
vad8er34e4,06/008,Adopted by
vad8er34e4,06/008,Moved to Hofn 6
vad8er34e4,18/009,Friends with
vad8er34e4,05/010,Friends with
vad8er34e4,15/011,Hofn Elementary School
vad8er34e4,22/011,Friends with
vad8er34e4,01/012,Friends with
vad8er34e4,10/012,No longer friends with
vad8er34e4,09/013,No longer friends with
vad8er34e4,21/013,Friends with
vad8er34e4,04/014,Friends with
vad8er34e4,04/015,Friends with
vad8er34e4,07/015,Friends with
vad8er34e4,08/016,Friends with
vad8er34e4,13/016,Friends with
vad8er34e4,20/017,Friends with
vad8er34e4,07/018,Dating
vad8er34e4,07/018,Single
vad8er34e4,08/018,Graduated from Hofn Elementary School
vad8er34e4,15/018,Hofn High School
vad8er34e4,23/018,Dating
vad8er34e4,24/018,Single
vad8er34e4,24/018,No longer friends with
vad8er34e4,05/019,Friends with
vad8er34e4,25/019,Dating
vad8er34e4,27/019,Single
vad8er34e4,27/019,No longer friends with
vad8er34e4,02/020,Dating
vad8er34e4,04/020,No longer friends with
vad8er34e4,12/020,Friends with
vad8er34e4,22/020,Single
vad8er34e4,23/020,No longer friends with
vad8er34e4,02/021,No longer friends with
vad8er34e4,03/021,Dating
vad8er34e4,06/021,Friends with
vad8er34e4,20/021,Single
vad8er34e4,20/021,No longer friends with
vad8er34e4,22/021,Dating
vad8er34e4,11/022,Friends with
vad8er34e4,13/022,Single
vad8er34e4,13/022,No longer friends with
vad8er34e4,25/022,No longer friends with
vad8er34e4,07/023,Friends with
vad8er34e4,11/023,Dating
vad8er34e4,19/023,Engaged
vad8er34e4,08/024,Graduated from Hofn High School
vad8er34e4,12/024,Married
vad8er34e4,12/024,Moved to Bjurholm 2 to start home
vad8er34e4,13/024,Moved to Vardo 2 with
vad8er34e4,07/027,Nurse
vad8er34e4,19/027,born
vad8er34e4,01/028,Unemployed
vad8er34e4,12/028,Friends with
vad8er34e4,19/028,Nurse
vad8er34e4,16/029,born
vad8er34e4,07/030,No longer friends with
vad8er34e4,24/030,Friends with
vad8er34e4,05/032,born
vad8er34e4,09/032,Friends with
vad8er34e4,14/033,No longer friends with
vad8er34e4,01/035,born
vad8er34e4,03/035,born
vad8er34e4,15/035,Unemployed
vad8er34e4,15/035,Carpenter
vad8er34e4,04/036,No longer friends with
vad8er34e4,16/037,born
vad8er34e4,24/038,No longer friends with
vad8er34e4,06/041,born
vad8er34e4,01/042,No longer friends with
vad8er34e4,09/042,Friends with
vad8er34e4,01/043,born
vad8er34e4,21/044,No longer friends with
vad8er34e4,23/046,Friends with
vad8er34e4,07/047,Friends with
vad8er34e4,12/047,No longer friends with
vad8er34e4,15/047,Moved to Hofn 20 with
vad8er34e4,15/047,Postman
vad8er34e4,19/047,Friends with
vad8er34e4,17/049,Friends with
vad8er34e4,08/051,Moved to Vardo 2 with
vad8er34e4,08/051,Postman
vad8er34e4,01/052,Friends with
vad8er34e4,13/052,Widowed
vad8er34e4,22/053,Dating
vad8er34e4,22/053,No longer friends with
vad8er34e4,25/053,Single
vad8er34e4,25/053,No longer friends with
vad8er34e4,22/054,Friends with
vad8er34e4,07/055,Adopted
vad8er34e4,07/055,Friends with
vad8er34e4,16/055,Dating
vad8er34e4,25/055,Single
vad8er34e4,05/056,Dating
vad8er34e4,11/056,Engaged
vad8er34e4,08/057,Married
vad8er34e4,13/057,No longer friends with
vad8er34e4,25/057,No longer friends with
vad8er34e4,12/058,No longer friends with
vad8er34e4,18/059,No longer friends with
vad8er34e4,21/059,Friends with
vad8er34e4,04/066,Retired
vad8er34e4,12/066,No longer friends with
vad8er34e4,11/067,Friends with
vad8er34e4,13/069,Pancreatic cancer
vad8er34e4,15/070,Friends with
vad8er34e4,21/070,No longer friends with
vad8er34e4,20/071,Pancreatic cancer
vad8er34e4,05/072,Died from pancreatic cancer
82wpvb7zkj,02/006,Born in Hofn 26
82wpvb7zkj,22/008,Mother died
82wpvb7zkj,11/009,Friends with
82wpvb7zkj,07/010,Friends with
82wpvb7zkj,23/010,Friends with
82wpvb7zkj,27/010,Father died
82wpvb7zkj,27/010,Adopted by
82wpvb7zkj,27/010,Moved to Hofn 40
82wpvb7zkj,06/011,Friends with
82wpvb7zkj,15/011,Hofn Elementary School
82wpvb7zkj,24/011,Friends with
82wpvb7zkj,21/013,Friends with
82wpvb7zkj,03/014,Friends with
82wpvb7zkj,26/016,Friends with
82wpvb7zkj,27/016,Caught V5
82wpvb7zkj,08/018,Graduated from Hofn Elementary School
82wpvb7zkj,15/018,Hofn High School
82wpvb7zkj,03/021,Dating
82wpvb7zkj,10/021,Single
82wpvb7zkj,17/021,Waiter
82wpvb7zkj,21/021,Dating
82wpvb7zkj,26/021,Single
82wpvb7zkj,26/021,No longer friends with
82wpvb7zkj,27/022,Friends with
82wpvb7zkj,04/023,Friends with
82wpvb7zkj,08/024,Graduated from Hofn High School
82wpvb7zkj,03/025,Left home
82wpvb7zkj,03/025,Moved to Vardo 6
82wpvb7zkj,02/026,Pregnant
82wpvb7zkj,08/026,Tailor
82wpvb7zkj,23/026,born
82wpvb7zkj,21/027,No longer friends with
82wpvb7zkj,10/028,Friends with
82wpvb7zkj,01/032,Pregnant
82wpvb7zkj,20/032,No longer friends with
82wpvb7zkj,23/032,born
82wpvb7zkj,15/033,Friends with
82wpvb7zkj,03/035,Pregnant
82wpvb7zkj,24/035,born
82wpvb7zkj,15/037,Moved to Hofn 16
82wpvb7zkj,15/037,University of Hofn
82wpvb7zkj,15/037,Baker
82wpvb7zkj,17/038,No longer friends with
82wpvb7zkj,05/039,Friends with
82wpvb7zkj,08/039,Unemployed
82wpvb7zkj,08/039,High School Teacher
82wpvb7zkj,08/041,Graduated from Hofn University
82wpvb7zkj,08/041,Moved to Vardo 7
82wpvb7zkj,08/041,Nurse
82wpvb7zkj,12/044,Pregnant
82wpvb7zkj,05/045,born
82wpvb7zkj,18/047,Unemployed
82wpvb7zkj,21/047,Moving to find work
82wpvb7zkj,21/047,Moved to Helvig 9
82wpvb7zkj,21/047,Nurse
82wpvb7zkj,15/048,Unemployed
82wpvb7zkj,15/048,Mayor of Helvig
82wpvb7zkj,07/051,Died from heart attack
38skh8gg5e,03/006,Born in Hofn 20
38skh8gg5e,14/009,Friends with
38skh8gg5e,19/009,Friends with
38skh8gg5e,17/010,Friends with
38skh8gg5e,23/010,Friends with
38skh8gg5e,02/011,Mother died
38skh8gg5e,15/011,Hofn Elementary School
38skh8gg5e,14/014,Friends with
38skh8gg5e,13/016,No longer friends with
38skh8gg5e,18/016,Friends with
38skh8gg5e,24/016,Caught V5
38skh8gg5e,03/017,Friends with
38skh8gg5e,19/017,No longer friends with
38skh8gg5e,20/017,Friends with
38skh8gg5e,21/017,Friends with
38skh8gg5e,26/017,Friends with
38skh8gg5e,08/018,Graduated from Hofn Elementary School
38skh8gg5e,15/018,Hofn High School
38skh8gg5e,06/020,Dating
38skh8gg5e,20/021,No longer friends with
38skh8gg5e,25/021,Friends with
38skh8gg5e,03/022,No longer friends with
38skh8gg5e,27/022,Moved to Hofn 10 with family
38skh8gg5e,10/023,Friends with
38skh8gg5e,07/024,Left home
38skh8gg5e,07/024,Moved to Hofn 5
38skh8gg5e,08/024,Graduated from Hofn High School
38skh8gg5e,03/025,Waiter
38skh8gg5e,06/025,Engaged
38skh8gg5e,08/025,Friends with
38skh8gg5e,25/025,born
38skh8gg5e,25/025,born
38skh8gg5e,11/026,Married
38skh8gg5e,11/026,Moved to Bjurholm 2 with
38skh8gg5e,12/026,Miller
38skh8gg5e,17/026,No longer friends with
38skh8gg5e,23/026,born
38skh8gg5e,01/027,born
38skh8gg5e,28/027,No longer friends with
38skh8gg5e,15/028,Moved to Hofn 9
38skh8gg5e,15/028,University of Hofn
38skh8gg5e,17/028,Friends with
38skh8gg5e,03/029,born
38skh8gg5e,13/029,Friends with
38skh8gg5e,03/030,No longer friends with
38skh8gg5e,13/030,born
38skh8gg5e,13/030,Friends with
38skh8gg5e,11/031,born
38skh8gg5e,28/031,born
38skh8gg5e,08/032,Graduated from Hofn University
38skh8gg5e,20/032,No longer friends with
38skh8gg5e,23/032,born
38skh8gg5e,09/033,Mathematics Professor
38skh8gg5e,03/034,No longer friends with
38skh8gg5e,05/034,born
38skh8gg5e,17/034,Friends with
38skh8gg5e,28/034,born
38skh8gg5e,11/035,Friends with
38skh8gg5e,22/036,born
38skh8gg5e,16/038,No longer friends with
38skh8gg5e,05/039,Friends with
38skh8gg5e,19/043,Friends with
38skh8gg5e,02/044,No longer friends with
38skh8gg5e,01/045,Friends with
38skh8gg5e,20/045,born
38skh8gg5e,25/046,No longer friends with
38skh8gg5e,26/046,Friends with
38skh8gg5e,02/048,born
38skh8gg5e,06/051,No longer friends with
38skh8gg5e,10/052,Friends with
38skh8gg5e,08/053,Friends with
38skh8gg5e,03/057,Friends with
38skh8gg5e,27/061,No longer friends with
38skh8gg5e,15/064,Friends with
38skh8gg5e,10/066,Retired
38skh8gg5e,13/069,No longer friends with
38skh8gg5e,18/069,Friends with
38skh8gg5e,07/072,No longer friends with
38skh8gg5e,05/079,Friends with
38skh8gg5e,13/079,Friends with
38skh8gg5e,05/087,No longer friends with
38skh8gg5e,07/087,Friends with
38skh8gg5e,24/090,Friends with
38skh8gg5e,04/091,No longer friends with
38skh8gg5e,14/091,Friends with
38skh8gg5e,09/096,No longer friends with
38skh8gg5e,10/096,Friends with
38skh8gg5e,19/100,No longer friends with
38skh8gg5e,21/100,Friends with
38skh8gg5e,22/100,No longer friends with
38skh8gg5e,23/100,Friends with
38skh8gg5e,06/105,Stomach cancer
38skh8gg5e,07/105,Died from stomach cancer
exa3zskdbu,08/006,Born in Hofn 24
exa3zskdbu,14/009,Friends with
exa3zskdbu,18/009,Friends with
exa3zskdbu,20/009,Friends with
exa3zskdbu,06/010,Friends with
exa3zskdbu,07/010,Friends with
exa3zskdbu,01/011,Friends with
exa3zskdbu,15/011,Hofn Elementary School
exa3zskdbu,11/012,Moved to Hofn 29 with family
exa3zskdbu,17/012,Friends with
exa3zskdbu,18/013,Friends with
exa3zskdbu,09/014,Friends with
exa3zskdbu,27/016,Caught V5
exa3zskdbu,28/017,Friends with
exa3zskdbu,08/018,Graduated from Hofn Elementary School
exa3zskdbu,09/018,No longer friends with
exa3zskdbu,15/018,Hofn High School
exa3zskdbu,03/019,No longer friends with
exa3zskdbu,04/019,Friends with
exa3zskdbu,05/019,Friends with
exa3zskdbu,25/019,Dating
exa3zskdbu,27/019,Single
exa3zskdbu,27/019,No longer friends with
exa3zskdbu,02/020,Friends with
exa3zskdbu,23/020,Dating
exa3zskdbu,08/022,Died from heat stroke
4b3t8l5cek,10/006,Born in Hofn 32
4b3t8l5cek,11/009,Friends with
4b3t8l5cek,16/009,Friends with
4b3t8l5cek,19/009,Friends with
4b3t8l5cek,06/010,Friends with
4b3t8l5cek,13/011,No longer friends with
4b3t8l5cek,15/011,Hofn Elementary School
4b3t8l5cek,01/012,Friends with
4b3t8l5cek,10/012,No longer friends with
4b3t8l5cek,24/012,Friends with
4b3t8l5cek,09/013,Friends with
4b3t8l5cek,21/013,Friends with
4b3t8l5cek,03/015,Friends with
4b3t8l5cek,13/016,Friends with
4b3t8l5cek,23/016,Caught V5
4b3t8l5cek,08/018,Graduated from Hofn Elementary School
4b3t8l5cek,15/018,Hofn High School
4b3t8l5cek,03/021,Dating
